,Delay,Power
510,9.46113e-10,3.60369e-06
511,2.28967e-09,8.15683e-06
512,3.99977e-10,9.64538e-06
513,6.60539e-10,6.18772e-06
514,1.40871e-09,1.64363e-05
515,3.90988e-10,1.14805e-05
516,1.21453e-09,8.14612e-06
517,1.51802e-09,1.15823e-05
518,2.11192e-09,1.24152e-05
519,3.35689e-10,6.41328e-06
520,4.61133e-10,5.83355e-06
521,3.75517e-09,9.8451e-06
522,6.88916e-11,4.53957e-06
523,4.60891e-09,1.07112e-05
524,1.70038e-09,1.19151e-05
525,1.16503e-10,5.0023e-06
526,5.03139e-10,1.69696e-06
527,1.52729e-10,4.46559e-06
528,1.6113e-09,9.04366e-06
529,4.49654e-10,1.07457e-06
530,3.51455e-09,6.10852e-06
531,5.07783e-09,8.09205e-06
532,2.46554e-10,1.2454e-05
533,1.36762e-09,7.45695e-06
534,2.90516e-09,1.12558e-05
535,1.70349e-09,9.35844e-06
536,3.55332e-10,3.46597e-06
537,1.16065e-09,1.04053e-05
538,2.84247e-09,7.52428e-06
539,7.93845e-10,6.99239e-06
540,1.91877e-09,1.41004e-05
541,7.94401e-10,1.77974e-06
542,4.5044e-11,3.72409e-06
543,2.88222e-09,8.32742e-06
544,9.88148e-10,5.56805e-06
545,1.33522e-09,1.93431e-05
546,8.69591e-10,6.28822e-06
547,1.87817e-10,9.83425e-06
548,1.5135e-09,1.61452e-05
549,2.25951e-10,1.05044e-05
550,1.29791e-09,1.97169e-05
551,1.89516e-10,5.04284e-06
552,2.40772e-10,3.10139e-06
553,7.16577e-09,7.78471e-06
554,5.43395e-10,1.20299e-05
555,5.34456e-09,5.72275e-06
556,2.17983e-10,4.48027e-06
557,2.92817e-09,5.77031e-06
558,1.22921e-09,1.21058e-05
559,3.46303e-10,9.85337e-06
560,6.04721e-10,1.01733e-05
561,1.49216e-09,6.68579e-06
562,2.66028e-09,1.35897e-05
563,1.7168e-10,5.40541e-06
564,3.51696e-09,7.97364e-06
565,4.56622e-10,9.54852e-06
566,6.96377e-10,2.45419e-05
567,1.05407e-10,3.88702e-06
568,9.64511e-10,8.00208e-06
569,1.53421e-10,6.7939e-06
570,8.18158e-10,1.82766e-06
571,3.52103e-09,6.4233e-06
572,1.30246e-09,1.63729e-05
573,5.40079e-10,1.31673e-05
574,8.22891e-11,5.65905e-06
575,2.03964e-10,5.52549e-06
576,8.26309e-09,8.27321e-06
577,5.45287e-10,1.35327e-05
578,2.58248e-09,9.3383e-06
579,3.61593e-10,7.48298e-06
580,8.87137e-10,1.04446e-05
581,5.04906e-10,5.77064e-06
582,5.74244e-10,1.07978e-05
583,7.22041e-10,2.16029e-05
584,1.47118e-09,1.77412e-05
585,7.07652e-10,7.30691e-06
586,7.19097e-10,3.76347e-06
587,6.93833e-10,1.6812e-05
588,1.74766e-08,1.44878e-05
589,1.19547e-09,4.09708e-06
590,2.53282e-09,8.90631e-06
591,2.18616e-10,3.0472e-06
592,2.13106e-10,8.06022e-06
593,3.03103e-09,6.04525e-06
594,4.79495e-10,3.54896e-06
595,8.56725e-10,1.42003e-05
596,4.1882e-10,5.33634e-06
597,4.01798e-09,7.01944e-06
598,9.27885e-10,8.21936e-06
599,2.64884e-11,5.03694e-06
600,1.30634e-09,1.9248e-05
601,4.40822e-10,1.06016e-05
602,5.22972e-10,1.62387e-05
603,5.68154e-09,3.86304e-06
604,7.68795e-10,1.94933e-05
605,1.4845e-10,2.26353e-06
606,5.0618e-10,3.87987e-06
607,1.93098e-09,5.83327e-06
608,1.12397e-09,1.6299e-05
609,3.0748e-09,2.73662e-06
610,1.32514e-09,1.66488e-05
611,1.23386e-09,1.03974e-05
612,5.80294e-10,6.46234e-06
613,1.18327e-09,6.55114e-06
614,1.12047e-09,2.29232e-05
615,1.99683e-08,7.63951e-06
616,9.94784e-10,7.6805e-06
617,5.66587e-10,1.52159e-05
618,3.75384e-10,7.47898e-06
619,5.86218e-10,2.01397e-05
620,4.04873e-09,7.25246e-06
621,7.23846e-09,7.32419e-06
622,4.87767e-10,1.56656e-05
623,7.89132e-10,1.45672e-05
624,1.2184e-09,8.24353e-06
625,7.73796e-10,3.9509e-06
626,8.75517e-10,1.66141e-05
627,4.56147e-10,2.07938e-06
628,3.98181e-10,1.64376e-05
629,6.85635e-10,1.6852e-05
630,8.08633e-10,6.12076e-06
631,4.11659e-10,2.03059e-05
632,2.85951e-10,2.52175e-06
633,1.06673e-09,1.32485e-05
634,3.27076e-10,8.09881e-06
635,5.76541e-10,3.55928e-06
636,4.83185e-09,8.9068e-06
637,4.07892e-10,4.43828e-06
638,9.30132e-10,1.40739e-05
639,6.47358e-10,6.211e-06
640,1.45337e-09,6.8618e-06
641,5.10052e-10,1.24593e-05
642,4.26134e-10,6.56774e-06
643,4.48304e-09,1.29488e-05
644,1.03453e-09,2.91313e-06
645,9.62187e-10,1.94438e-05
646,4.81809e-10,3.8862e-06
647,6.33485e-09,1.48443e-05
648,1.3769e-10,1.31192e-05
649,5.57971e-10,5.51384e-06
650,5.22534e-10,1.4109e-05
651,1.33017e-09,1.12393e-05
652,8.66955e-10,2.11229e-05
653,2.4473e-10,4.29868e-06
654,2.16712e-09,5.48956e-06
655,1.44628e-09,1.3571e-05
656,6.70342e-10,1.83839e-05
657,1.63852e-10,6.58714e-06
658,1.45893e-09,1.4036e-05
659,1.20501e-09,7.26279e-06
660,5.20256e-09,8.12041e-06
661,2.73289e-09,6.79788e-06
662,6.60798e-10,9.97509e-06
663,2.90089e-09,2.77601e-06
664,4.95238e-10,6.28907e-06
665,1.01129e-09,1.05348e-05
666,8.06215e-10,4.18162e-06
667,2.9613e-10,5.67628e-06
668,1.00285e-10,5.24788e-06
669,4.21089e-10,6.40851e-06
670,6.93846e-10,2.67079e-05
671,3.34718e-10,6.42133e-06
672,3.97734e-10,6.75402e-06
673,8.88795e-10,8.11756e-06
674,3.64761e-10,2.1532e-06
675,2.31479e-09,1.2116e-05
676,1.76681e-10,5.70879e-06
677,2.79637e-10,1.11529e-05
678,1.51604e-09,1.22044e-05
679,1.95971e-09,8.08382e-06
680,2.11205e-09,4.4266e-06
681,5.31676e-10,1.77163e-05
682,1.14374e-09,1.69052e-05
683,5.18521e-10,1.97147e-05
684,2.54627e-10,7.42793e-06
685,7.53971e-10,1.13739e-05
686,9.61914e-10,6.10467e-06
687,5.3706e-09,5.77659e-06
688,3.20834e-09,6.74744e-06
689,2.85258e-10,1.12686e-06
690,1.661e-09,1.37713e-06
691,6.27385e-09,9.82805e-06
692,8.15281e-10,1.71003e-05
693,6.3316e-10,8.57392e-06
694,6.61648e-10,4.93668e-06
695,9.87572e-10,1.44512e-05
696,3.33889e-10,1.26518e-05
697,4.65228e-10,1.07982e-06
698,9.10285e-10,8.15866e-06
699,6.52778e-10,9.065e-06
700,3.13196e-10,4.20867e-06
701,7.90824e-11,6.74295e-06
702,2.43239e-10,8.49586e-06
703,5.13709e-09,8.18705e-06
704,1.68547e-09,1.00606e-05
705,6.24666e-10,2.06131e-05
706,1.14714e-09,4.756e-06
707,1.20551e-09,1.04076e-05
708,1.19473e-09,9.15719e-06
709,1.85891e-10,4.24059e-06
710,4.17509e-10,1.69102e-05
711,5.43714e-10,7.84881e-06
712,2.57588e-09,1.24593e-05
713,4.53026e-10,6.80375e-07
714,9.26625e-10,5.85513e-06
715,1.13911e-09,2.16855e-05
716,3.45132e-10,3.10166e-06
717,5.7346e-10,8.96907e-06
718,1.4397e-08,1.01168e-05
719,4.04265e-10,3.10806e-06
720,8.71189e-10,1.23573e-05
721,6.60308e-10,1.77185e-05
722,2.53319e-10,6.25931e-06
723,1.42574e-10,6.4543e-06
724,1.54472e-09,4.97718e-06
725,1.78807e-09,7.65649e-06
726,4.00584e-09,1.09326e-05
727,7.26081e-09,3.09581e-06
728,4.94009e-09,8.47173e-06
729,2.55056e-10,7.04363e-06
730,1.54051e-09,7.94657e-06
731,1.49167e-09,1.64396e-05
732,5.55098e-09,9.82825e-06
733,1.23022e-10,4.69783e-06
734,2.18279e-10,5.95874e-06
735,8.63653e-09,7.45538e-06
736,5.36559e-10,2.0452e-05
737,1.81257e-09,1.2186e-05
738,2.32912e-09,1.2235e-05
739,8.28585e-10,9.96544e-06
740,7.47094e-10,9.72997e-06
741,1.14797e-09,1.20766e-05
742,5.18783e-10,4.92053e-06
743,2.3929e-10,8.38871e-06
744,3.61206e-10,3.8692e-06
745,7.81448e-09,3.73777e-06
746,6.63618e-09,1.41153e-05
747,4.93158e-10,3.46473e-06
748,3.80039e-10,6.10129e-06
749,1.71591e-10,5.57682e-06
750,9.09423e-10,8.90922e-06
751,1.29407e-09,8.56709e-06
752,8.08267e-10,1.71369e-05
753,3.9758e-10,1.6504e-05
754,4.54761e-10,3.90772e-06
755,1.57391e-09,8.47485e-06
756,1.15414e-09,2.33431e-05
757,1.40122e-09,9.44206e-06
758,2.6011e-10,8.60538e-06
759,3.89555e-10,9.7266e-06
760,4.38588e-10,7.88484e-06
761,1.1971e-09,1.64296e-05
762,5.76577e-10,1.46596e-05
763,2.18107e-09,1.35378e-05
764,2.8674e-10,4.4325e-06
765,7.25685e-10,1.38969e-05
766,5.08467e-10,1.61578e-05
767,1.50886e-10,1.00844e-05
768,5.84145e-11,4.53639e-06
769,2.58803e-10,5.90954e-06
770,4.87895e-10,8.8003e-06
771,9.23127e-09,5.54212e-06
772,6.33068e-10,4.60005e-06
773,3.1036e-10,1.152e-05
774,1.11826e-09,1.64826e-05
775,3.10306e-11,2.52642e-06
776,3.62119e-10,1.36895e-05
